"縣市名稱","行政區域"
"基隆市","信義區孝德里"
"基隆市","信義區孝忠里"
"高雄市","鹽埕區藍橋里"
"高雄市","鹽埕區慈愛里"
"高雄市","鹽埕區博愛里"
"高雄市","鹽埕區壽星里"
"高雄市","鹽埕區中山里"
"高雄市","鹽埕區教仁里"
"高雄市","鹽埕區新樂里"
"高雄市","鹽埕區中原里"
"高雄市","鹽埕區光明里"
"高雄市","鹽埕區育仁里"
"高雄市","鹽埕區河濱里"
"高雄市","鹽埕區沙地里"
"高雄市","鹽埕區南端里"
"高雄市","鹽埕區港都里"
"高雄市","鹽埕區江西里"
"高雄市","鹽埕區新豐里"
"高雄市","鹽埕區府北里"
"高雄市","鹽埕區陸橋里"
"高雄市","鹽埕區瀨南里"
"高雄市","鹽埕區新化里"
"高雄市","鹽埕區江南里"
"高雄市","鼓山區鼓峰里"
"高雄市","鼓山區雄峰里"
"高雄市","鼓山區前峰里"
"高雄市","鼓山區光榮里"
"高雄市","鼓山區民族里"
"高雄市","鼓山區內惟里"
"高雄市","鼓山區建國里"
"高雄市","鼓山區忠正里"
"高雄市","鼓山區自強里"
"高雄市","鼓山區龍井里"
"高雄市","鼓山區正德里"
"高雄市","鼓山區平和里"
"高雄市","鼓山區民強里"
"高雄市","鼓山區厚生里"
"高雄市","鼓山區龍子里"
"高雄市","鼓山區龍水里"
"高雄市","鼓山區明誠里"
"高雄市","鼓山區華豐里"
"高雄市","鼓山區裕興里"
"高雄市","鼓山區裕豐里"
"高雄市","鼓山區鼓岩里"
"高雄市","鼓山區樹德里"
"高雄市","鼓山區寶樹里"
"高雄市","鼓山區興宗里"
"高雄市","鼓山區光化里"
"高雄市","鼓山區山下里"
"高雄市","鼓山區河邊里"
"高雄市","鼓山區綠川里"
"高雄市","鼓山區登山里"
"高雄市","鼓山區峰南里"
"高雄市","鼓山區麗興里"
"高雄市","鼓山區新民里"
"高雄市","鼓山區延平里"
"高雄市","鼓山區維生里"
"高雄市","鼓山區惠安里"
"高雄市","鼓山區壽山里"
"高雄市","鼓山區哨船頭里"
"高雄市","鼓山區桃源里"
"高雄市","左營區進學里"
"高雄市","左營區尾西里"
"高雄市","左營區頂北里"
"高雄市","左營區中北里"
"高雄市","左營區中南里"
"高雄市","左營區廟東里"
"高雄市","左營區廟北里"
"高雄市","左營區尾南里"
"高雄市","左營區尾北里"
"高雄市","左營區屏山里"
"高雄市","左營區祥和里"
"高雄市","左營區永清里"
"高雄市","左營區莒光里"
"高雄市","左營區光輝里"
"高雄市","左營區合群里"
"高雄市","左營區明建里"
"高雄市","左營區頂西里"
"高雄市","左營區聖后里"
"高雄市","左營區聖西里"
"高雄市","左營區聖南里"
"高雄市","左營區城南里"
"高雄市","左營區路東里"
"高雄市","左營區廍北里"
"高雄市","左營區廍南里"
"高雄市","左營區埤西里"
"高雄市","左營區埤北里"
"高雄市","左營區埤東里"
"高雄市","左營區海勝里"
"高雄市","左營區崇實里"
"高雄市","左營區自助里"
"高雄市","左營區果貿里"
"高雄市","左營區果惠里"
"高雄市","左營區果峰里"
"高雄市","左營區新下里"
"高雄市","左營區新上里"
"高雄市","左營區新中里"
"高雄市","左營區新光里"
"高雄市","左營區菜公里"
"高雄市","左營區福山里"
"高雄市","楠梓區清豐里"
"高雄市","楠梓區東寧里"
"高雄市","楠梓區五常里"
"高雄市","楠梓區享平里"
"高雄市","楠梓區中陽里"
"高雄市","楠梓區惠楠里"
"高雄市","楠梓區惠民里"
"高雄市","楠梓區惠豐里"
"高雄市","楠梓區錦屏里"
"高雄市","楠梓區玉屏里"
"高雄市","楠梓區金田里"
"高雄市","楠梓區稔田里"
"高雄市","楠梓區瑞屏里"
"高雄市","楠梓區翠屏里"
"高雄市","楠梓區宏南里"
"高雄市","楠梓區宏毅里"
"高雄市","楠梓區宏榮里"
"高雄市","楠梓區廣昌里"
"高雄市","楠梓區久昌里"
"高雄市","楠梓區大昌里"
"高雄市","楠梓區福昌里"
"高雄市","楠梓區盛昌里"
"高雄市","楠梓區泰昌里"
"高雄市","楠梓區興昌里"
"高雄市","楠梓區建昌里"
"高雄市","楠梓區宏昌里"
"高雄市","楠梓區和昌里"
"高雄市","楠梓區慶昌里"
"高雄市","楠梓區隆昌里"
"高雄市","楠梓區秀昌里"
"高雄市","楠梓區裕昌里"
"高雄市","楠梓區國昌里"
"高雄市","楠梓區加昌里"
"高雄市","楠梓區仁昌里"
"高雄市","楠梓區藍田里"
"高雄市","楠梓區中興里"
"高雄市","楠梓區中和里"
"高雄市","三民區鼎金里"
"高雄市","三民區鼎盛里"
"高雄市","三民區鼎強里"
"高雄市","三民區鼎力里"
"高雄市","三民區鼎西里"
"高雄市","三民區鼎中里"
"高雄市","三民區鼎泰里"
"高雄市","三民區本館里"
"高雄市","三民區本和里"
"高雄市","三民區本文里"
"高雄市","三民區本武里"
"高雄市","三民區本元里"
"高雄市","三民區本安里"
"高雄市","三民區本上里"
"高雄市","三民區本揚里"
"高雄市","三民區寶獅里"
"高雄市","三民區寶德里"
"高雄市","三民區寶泰里"
"高雄市","三民區寶興里"
"高雄市","三民區寶中里"
"高雄市","三民區寶華里"
"高雄市","三民區寶國里"
"高雄市","三民區寶民里"
"高雄市","三民區寶慶里"
"高雄市","三民區寶業里"
"高雄市","三民區寶盛里"
"高雄市","三民區寶安里"
"高雄市","三民區寶龍里"
"高雄市","三民區寶珠里"
"高雄市","三民區寶玉里"
"高雄市","三民區灣子里"
"高雄市","三民區灣愛里"
"高雄市","三民區灣中里"
"高雄市","三民區灣華里"
"高雄市","三民區灣勝里"
"高雄市","三民區灣利里"
"高雄市","三民區灣復里"
"高雄市","三民區正興里"
"高雄市","三民區正順里"
"高雄市","三民區灣興里"
"高雄市","三民區灣成里"
"高雄市","三民區安康里"
"高雄市","三民區安寧里"
"高雄市","三民區安吉里"
"高雄市","三民區安發里"
"高雄市","三民區安東里"
"高雄市","三民區安和里"
"高雄市","三民區達德里"
"高雄市","三民區達明里"
"高雄市","三民區達仁里"
"高雄市","三民區達勇里"
"高雄市","三民區同德里"
"高雄市","三民區德智里"
"高雄市","三民區德仁里"
"高雄市","三民區安生里"
"高雄市","三民區德東里"
"高雄市","三民區德行里"
"高雄市","三民區精華里"
"高雄市","三民區民享里"
"高雄市","三民區安宜里"
"高雄市","三民區安泰里"
"高雄市","三民區安邦里"
"高雄市","三民區十全里"
"高雄市","三民區十美里"
"高雄市","三民區德北里"
"高雄市","三民區立誠里"
"高雄市","三民區立業里"
"高雄市","三民區港東里"
"高雄市","三民區港新里"
"高雄市","三民區港西里"
"高雄市","三民區博愛里"
"高雄市","三民區博惠里"
"高雄市","三民區長明里"
"高雄市","三民區建東里"
"高雄市","三民區興德里"
"高雄市","三民區鳳南里"
"高雄市","三民區鳳北里"
"高雄市","三民區德西里"
"高雄市","三民區豐裕里"
"高雄市","三民區川東里"
"高雄市","三民區裕民里"
"高雄市","三民區力行里"
"高雄市","三民區千歲里"
"高雄市","三民區立德里"
"高雄市","三民區千北里"
"高雄市","三民區千秋里"
"高雄市","新興區浩然里"
"高雄市","新興區振成里"
"高雄市","新興區德生里"
"高雄市","新興區振華里"
"高雄市","新興區正氣里"
"高雄市","新興區德政里"
"高雄市","新興區仁聲里"
"高雄市","新興區德望里"
"高雄市","新興區華聲里"
"高雄市","新興區蕉園里"
"高雄市","新興區永寧里"
"高雄市","新興區玉衡里"
"高雄市","新興區順昌里"
"高雄市","新興區文昌里"
"高雄市","新興區光耀里"
"高雄市","新興區興昌里"
"高雄市","新興區開平里"
"高雄市","新興區成功里"
"高雄市","新興區新江里"
"高雄市","新興區黎明里"
"高雄市","新興區愛平里"
"高雄市","新興區南港里"
"高雄市","新興區中東里"
"高雄市","新興區明莊里"
"高雄市","新興區大明里"
"高雄市","新興區秋山里"
"高雄市","新興區長驛里"
"高雄市","新興區建興里"
"高雄市","新興區建華里"
"高雄市","新興區漢民里"
"高雄市","新興區榮治里"
"高雄市","新興區東坡里"
"高雄市","前金區三川里"
"高雄市","前金區草江里"
"高雄市","前金區長城里"
"高雄市","前金區北金里"
"高雄市","前金區東金里"
"高雄市","前金區新生里"
"高雄市","前金區後金里"
"高雄市","前金區長興里"
"高雄市","前金區青山里"
"高雄市","前金區民生里"
"高雄市","前金區復元里"
"高雄市","前金區林投里"
"高雄市","前金區國民里"
"高雄市","前金區社東里"
"高雄市","前金區社西里"
"高雄市","前金區博孝里"
"高雄市","前金區長生里"
"高雄市","前金區榮復里"
"高雄市","前金區文西里"
"高雄市","前金區文東里"
"高雄市","苓雅區博仁里"
"高雄市","苓雅區苓洲里"
"高雄市","苓雅區苓昇里"
"高雄市","苓雅區苓中里"
"高雄市","苓雅區苓雅里"
"高雄市","苓雅區苓東里"
"高雄市","苓雅區城北里"
"高雄市","苓雅區城西里"
"高雄市","苓雅區城東里"
"高雄市","苓雅區意誠里"
"高雄市","苓雅區鼓中里"
"高雄市","苓雅區田西里"
"高雄市","苓雅區人和里"
"高雄市","苓雅區仁政里"
"高雄市","苓雅區廣澤里"
"高雄市","苓雅區美田里"
"高雄市","苓雅區華堂里"
"高雄市","苓雅區日中里"
"高雄市","苓雅區普照里"
"高雄市","苓雅區和煦里"
"高雄市","苓雅區晴朗里"
"高雄市","苓雅區普天里"
"高雄市","苓雅區林富里"
"高雄市","苓雅區林圍里"
"高雄市","苓雅區林安里"
"高雄市","苓雅區光華里"
"高雄市","苓雅區林興里"
"高雄市","苓雅區林華里"
"高雄市","苓雅區林西里"
"高雄市","苓雅區林中里"
"高雄市","苓雅區林泉里"
"高雄市","苓雅區林南里"
"高雄市","苓雅區中正里"
"高雄市","苓雅區尚義里"
"高雄市","苓雅區同慶里"
"高雄市","苓雅區凱旋里"
"高雄市","苓雅區安祥里"
"高雄市","苓雅區奏捷里"
"高雄市","苓雅區福壽里"
"高雄市","苓雅區福南里"
"高雄市","苓雅區五權里"
"高雄市","苓雅區民主里"
"高雄市","苓雅區林德里"
"高雄市","苓雅區林貴里"
"高雄市","苓雅區林榮里"
"高雄市","苓雅區英明里"
"高雄市","苓雅區林靖里"
"高雄市","苓雅區朝陽里"
"高雄市","苓雅區福隆里"
"高雄市","苓雅區福祥里"
"高雄市","苓雅區福海里"
"高雄市","苓雅區福康里"
"高雄市","苓雅區福人里"
"高雄市","苓雅區福地里"
"高雄市","苓雅區福居里"
"高雄市","苓雅區福東里"
"高雄市","苓雅區福西里"
"高雄市","苓雅區永康里"
"高雄市","苓雅區正文里"
"高雄市","苓雅區正言里"
"高雄市","苓雅區正大里"
"高雄市","苓雅區五福里"
"高雄市","苓雅區正心里"
"高雄市","苓雅區正道里"
"高雄市","苓雅區正義里"
"高雄市","苓雅區正仁里"
"高雄市","苓雅區文昌里"
"高雄市","苓雅區建軍里"
"高雄市","苓雅區衛武里"
"高雄市","前鎮區草衙里"
"高雄市","前鎮區明孝里"
"高雄市","前鎮區明正里"
"高雄市","前鎮區明義里"
"高雄市","前鎮區仁愛里"
"高雄市","前鎮區德昌里"
"高雄市","前鎮區平等里"
"高雄市","前鎮區平昌里"
"高雄市","前鎮區明禮里"
"高雄市","前鎮區信義里"
"高雄市","前鎮區信德里"
"高雄市","前鎮區明道里"
"高雄市","前鎮區興化里"
"高雄市","前鎮區興仁里"
"高雄市","前鎮區前鎮里"
"高雄市","前鎮區鎮東里"
"高雄市","前鎮區鎮榮里"
"高雄市","前鎮區鎮昌里"
"高雄市","前鎮區鎮海里"
"高雄市","前鎮區鎮陽里"
"高雄市","前鎮區興邦里"
"高雄市","前鎮區鎮中里"
"高雄市","前鎮區鎮北里"
"高雄市","前鎮區忠純里"
"高雄市","前鎮區忠誠里"
"高雄市","前鎮區西山里"
"高雄市","前鎮區民權里"
"高雄市","前鎮區建隆里"
"高雄市","前鎮區振興里"
"高雄市","前鎮區良和里"
"高雄市","前鎮區西甲里"
"高雄市","前鎮區盛興里"
"高雄市","前鎮區盛豐里"
"高雄市","前鎮區興中里"
"高雄市","前鎮區興東里"
"高雄市","前鎮區忠孝里"
"高雄市","前鎮區復國里"
"高雄市","前鎮區竹內里"
"高雄市","前鎮區竹東里"
"高雄市","前鎮區竹南里"
"高雄市","前鎮區竹北里"
"高雄市","前鎮區竹西里"
"高雄市","前鎮區竹中里"
"高雄市","前鎮區瑞竹里"
"高雄市","前鎮區瑞南里"
"高雄市","前鎮區瑞豐里"
"高雄市","前鎮區瑞祥里"
"高雄市","前鎮區瑞東里"
"高雄市","前鎮區瑞和里"
"高雄市","前鎮區瑞平里"
"高雄市","前鎮區瑞隆里"
"高雄市","前鎮區瑞北里"
"高雄市","前鎮區瑞西里"
"高雄市","前鎮區瑞崗里"
"高雄市","前鎮區瑞興里"
"高雄市","前鎮區瑞誠里"
"高雄市","前鎮區瑞文里"
"高雄市","前鎮區瑞華里"
"高雄市","前鎮區瑞昌里"
"高雄市","旗津區旗下里"
"高雄市","旗津區永安里"
"高雄市","旗津區振興里"
"高雄市","旗津區慈愛里"
"高雄市","旗津區復興里"
"高雄市","旗津區中華里"
"高雄市","旗津區實踐里"
"高雄市","旗津區北汕里"
"高雄市","旗津區南汕里"
"高雄市","旗津區上竹里"
"高雄市","旗津區中洲里"
"高雄市","旗津區安順里"
"高雄市","旗津區中興里"
"高雄市","小港區小港里"
"高雄市","小港區港口里"
"高雄市","小港區港正里"
"高雄市","小港區港墘里"
"高雄市","小港區港明里"
"高雄市","小港區港后里"
"高雄市","小港區港南里"
"高雄市","小港區港興里"
"高雄市","小港區鳳宮里"
"高雄市","小港區店鎮里"
"高雄市","小港區大苓里"
"高雄市","小港區二苓里"
"高雄市","小港區三苓里"
"高雄市","小港區正苓里"
"高雄市","小港區順苓里"
"高雄市","小港區六苓里"
"高雄市","小港區宏亮里"
"高雄市","小港區山東里"
"高雄市","小港區青島里"
"高雄市","小港區濟南里"
"高雄市","小港區泰山里"
"高雄市","小港區山明里"
"高雄市","小港區高松里"
"高雄市","小港區松金里"
"高雄市","小港區松山里"
"高雄市","小港區大坪里"
"高雄市","小港區坪頂里"
"高雄市","小港區孔宅里"
"高雄市","小港區廈莊里"
"高雄市","小港區合作里"
"高雄市","小港區桂林里"
"高雄市","小港區中厝里"
"高雄市","小港區鳳鳴里"
"高雄市","小港區龍鳳里"
"高雄市","小港區鳳森里"
"高雄市","小港區鳳林里"
"高雄市","小港區鳳興里"
"高雄市","小港區鳳源里"
"高雄市","鳳山區縣口里"
"高雄市","鳳山區成功里"
"高雄市","鳳山區光明里"
"高雄市","鳳山區興中里"
"高雄市","鳳山區南興里"
"高雄市","鳳山區和德里"
"高雄市","鳳山區鳳崗里"
"高雄市","鳳山區中和里"
"高雄市","鳳山區鎮北里"
"高雄市","鳳山區縣衙里"
"高雄市","鳳山區文英里"
"高雄市","鳳山區鎮西里"
"高雄市","鳳山區鎮東里"
"高雄市","鳳山區埤頂里"
"高雄市","鳳山區中正里"
"高雄市","鳳山區鎮南里"
"高雄市","鳳山區老爺里"
"高雄市","鳳山區瑞竹里"
"高雄市","鳳山區忠義里"
"高雄市","鳳山區誠義里"
"高雄市","鳳山區新興里"
"高雄市","鳳山區海光里"
"高雄市","鳳山區忠誠里"
"高雄市","鳳山區新甲里"
"高雄市","鳳山區武漢里"
"高雄市","鳳山區正義里"
"高雄市","鳳山區一甲里"
"高雄市","鳳山區福興里"
"高雄市","鳳山區東門里"
"高雄市","鳳山區瑞興里"
"高雄市","鳳山區天興里"
"高雄市","鳳山區新強里"
"高雄市","鳳山區國泰里"
"高雄市","鳳山區鳳東里"
"高雄市","鳳山區新富里"
"高雄市","鳳山區國光里"
"高雄市","鳳山區國隆里"
"高雄市","鳳山區文德里"
"高雄市","鳳山區過埤里"
"高雄市","鳳山區曹公里"
"高雄市","鳳山區興仁里"
"高雄市","鳳山區五福里"
"高雄市","鳳山區忠孝里"
"高雄市","鳳山區生明里"
"高雄市","鳳山區和興里"
"高雄市","鳳山區協和里"
"高雄市","鳳山區文山里"
"高雄市","鳳山區福誠里"
"高雄市","鳳山區誠德里"
"高雄市","鳳山區三民里"
"高雄市","鳳山區北門里"
"高雄市","鳳山區富甲里"
"高雄市","鳳山區南成里"
"高雄市","鳳山區文華里"
"高雄市","鳳山區大德里"
"高雄市","鳳山區武松里"
"高雄市","鳳山區文衡里"
"高雄市","鳳山區文福里"
"高雄市","鳳山區誠信里"
"高雄市","鳳山區誠智里"
"高雄市","鳳山區國富里"
"高雄市","鳳山區武慶里"
"高雄市","鳳山區海洋里"
"高雄市","鳳山區新武里"
"高雄市","鳳山區新樂里"
"高雄市","鳳山區新泰里"
"高雄市","鳳山區中崙里"
"高雄市","鳳山區中榮里"
"高雄市","鳳山區中民里"
"高雄市","鳳山區二甲里"
"高雄市","鳳山區龍成里"
"高雄市","鳳山區富榮里"
"高雄市","鳳山區善美里"
"高雄市","鳳山區南和里"
"高雄市","鳳山區福祥里"
"高雄市","鳳山區保安里"
"高雄市","林園區東林里"
"高雄市","林園區林園里"
"高雄市","林園區溪州里"
"高雄市","林園區潭頭里"
"高雄市","林園區中厝里"
"高雄市","林園區中門里"
"高雄市","林園區頂厝里"
"高雄市","林園區港埔里"
"高雄市","林園區西溪里"
"高雄市","林園區港嘴里"
"高雄市","林園區北汕里"
"高雄市","林園區林內里"
"高雄市","林園區王公里"
"高雄市","林園區林家里"
"高雄市","林園區龔厝里"
"高雄市","林園區鳳芸里"
"高雄市","林園區中芸里"
"高雄市","林園區東汕里"
"高雄市","林園區西汕里"
"高雄市","林園區仁愛里"
"高雄市","林園區文賢里"
"高雄市","林園區廣應里"
"高雄市","林園區五福里"
"高雄市","林園區中汕里"
"高雄市","大寮區拷潭里"
"高雄市","大寮區內坑里"
"高雄市","大寮區大寮里"
"高雄市","大寮區上寮里"
"高雄市","大寮區三隆里"
"高雄市","大寮區琉球里"
"高雄市","大寮區翁園里"
"高雄市","大寮區前庄里"
"高雄市","大寮區中庄里"
"高雄市","大寮區後庄里"
"高雄市","大寮區義仁里"
"高雄市","大寮區新厝里"
"高雄市","大寮區過溪里"
"高雄市","大寮區潮寮里"
"高雄市","大寮區會結里"
"高雄市","大寮區會社里"
"高雄市","大寮區山頂里"
"高雄市","大寮區忠義里"
"高雄市","大寮區永芳里"
"高雄市","大寮區義和里"
"高雄市","大寮區溪寮里"
"高雄市","大寮區江山里"
"高雄市","大寮區昭明里"
"高雄市","大寮區光武里"
"高雄市","大寮區中興里"
"高雄市","大樹區竹寮里"
"高雄市","大樹區九曲里"
"高雄市","大樹區久堂里"
"高雄市","大樹區水安里"
"高雄市","大樹區水寮里"
"高雄市","大樹區檨腳里"
"高雄市","大樹區興山里"
"高雄市","大樹區和山里"
"高雄市","大樹區姑山里"
"高雄市","大樹區大坑里"
"高雄市","大樹區井腳里"
"高雄市","大樹區小坪里"
"高雄市","大樹區龍目里"
"高雄市","大樹區大樹里"
"高雄市","大樹區三和里"
"高雄市","大樹區溪埔里"
"高雄市","大樹區興田里"
"高雄市","大樹區統嶺里"
"高雄市","大社區嘉誠里"
"高雄市","大社區保社里"
"高雄市","大社區大社里"
"高雄市","大社區翠屏里"
"高雄市","大社區三奶里"
"高雄市","大社區觀音里"
"高雄市","大社區神農里"
"高雄市","大社區中里里"
"高雄市","大社區保安里"
"高雄市","仁武區大灣里"
"高雄市","仁武區灣內里"
"高雄市","仁武區考潭里"
"高雄市","仁武區烏林里"
"高雄市","仁武區仁福里"
"高雄市","仁武區仁武里"
"高雄市","仁武區文武里"
"高雄市","仁武區竹後里"
"高雄市","仁武區八卦里"
"高雄市","仁武區高楠里"
"高雄市","仁武區後安里"
"高雄市","仁武區中華里"
"高雄市","仁武區五和里"
"高雄市","仁武區仁和里"
"高雄市","仁武區赤山里"
"高雄市","仁武區仁慈里"
"高雄市","鳥松區鳥松里"
"高雄市","鳥松區夢裡里"
"高雄市","鳥松區大華里"
"高雄市","鳥松區坔埔里"
"高雄市","鳥松區仁美里"
"高雄市","鳥松區大竹里"
"高雄市","鳥松區華美里"
"高雄市","岡山區平安里"
"高雄市","岡山區岡山里"
"高雄市","岡山區壽天里"
"高雄市","岡山區維仁里"
"高雄市","岡山區後紅里"
"高雄市","岡山區大遼里"
"高雄市","岡山區忠孝里"
"高雄市","岡山區和平里"
"高雄市","岡山區前峰里"
"高雄市","岡山區劉厝里"
"高雄市","岡山區協和里"
"高雄市","岡山區後協里"
"高雄市","岡山區信義里"
"高雄市","岡山區潭底里"
"高雄市","岡山區三和里"
"高雄市","岡山區仁壽里"
"高雄市","岡山區碧紅里"
"高雄市","岡山區程香里"
"高雄市","岡山區竹圍里"
"高雄市","岡山區台上里"
"高雄市","岡山區灣裡里"
"高雄市","岡山區白米里"
"高雄市","岡山區石潭里"
"高雄市","岡山區福興里"
"高雄市","岡山區本洲里"
"高雄市","岡山區嘉興里"
"高雄市","岡山區嘉峰里"
"高雄市","岡山區華崗里"
"高雄市","岡山區大莊里"
"高雄市","岡山區協榮里"
"高雄市","岡山區為隨里"
"高雄市","岡山區壽峰里"
"高雄市","岡山區仁義里"
"高雄市","橋頭區橋頭里"
"高雄市","橋頭區橋南里"
"高雄市","橋頭區仕隆里"
"高雄市","橋頭區仕豐里"
"高雄市","橋頭區芋寮里"
"高雄市","橋頭區東林里"
"高雄市","橋頭區西林里"
"高雄市","橋頭區白樹里"
"高雄市","橋頭區筆秀里"
"高雄市","橋頭區新莊里"
"高雄市","橋頭區甲北里"
"高雄市","橋頭區甲南里"
"高雄市","橋頭區頂鹽里"
"高雄市","橋頭區中崎里"
"高雄市","橋頭區仕和里"
"高雄市","橋頭區德松里"
"高雄市","橋頭區三德里"
"高雄市","燕巢區尖山里"
"高雄市","燕巢區瓊林里"
"高雄市","燕巢區安招里"
"高雄市","燕巢區角宿里"
"高雄市","燕巢區鳳雄里"
"高雄市","燕巢區金山里"
"高雄市","燕巢區東燕里"
"高雄市","燕巢區南燕里"
"高雄市","燕巢區西燕里"
"高雄市","燕巢區橫山里"
"高雄市","燕巢區深水里"
"高雄市","田寮區鹿埔里"
"高雄市","田寮區南安里"
"高雄市","田寮區大同里"
"高雄市","田寮區田寮里"
"高雄市","田寮區七星里"
"高雄市","田寮區崇德里"
"高雄市","田寮區西德里"
"高雄市","田寮區三和里"
"高雄市","田寮區古亭里"
"高雄市","田寮區新興里"
"高雄市","阿蓮區石安里"
"高雄市","阿蓮區中路里"
"高雄市","阿蓮區峯山里"
"高雄市","阿蓮區港後里"
"高雄市","阿蓮區崗山里"
"高雄市","阿蓮區阿蓮里"
"高雄市","阿蓮區清蓮里"
"高雄市","阿蓮區和蓮里"
"高雄市","阿蓮區青旗里"
"高雄市","阿蓮區復安里"
"高雄市","阿蓮區玉庫里"
"高雄市","阿蓮區南蓮里"
"高雄市","路竹區竹滬里"
"高雄市","路竹區頂寮里"
"高雄市","路竹區新達里"
"高雄市","路竹區後鄉里"
"高雄市","路竹區北嶺里"
"高雄市","路竹區社西里"
"高雄市","路竹區甲北里"
"高雄市","路竹區甲南里"
"高雄市","路竹區下坑里"
"高雄市","路竹區竹園里"
"高雄市","路竹區竹東里"
"高雄市","路竹區竹西里"
"高雄市","路竹區文北里"
"高雄市","路竹區文南里"
"高雄市","路竹區三爺里"
"高雄市","路竹區鴨寮里"
"高雄市","路竹區社東里"
"高雄市","路竹區社中里"
"高雄市","路竹區竹南里"
"高雄市","路竹區社南里"
"高雄市","湖內區海山里"
"高雄市","湖內區劉家里"
"高雄市","湖內區太爺里"
"高雄市","湖內區公舘里"
"高雄市","湖內區葉厝里"
"高雄市","湖內區大湖里"
"高雄市","湖內區田尾里"
"高雄市","湖內區湖內里"
"高雄市","湖內區海埔里"
"高雄市","湖內區文賢里"
"高雄市","湖內區中賢里"
"高雄市","湖內區逸賢里"
"高雄市","湖內區忠興里"
"高雄市","湖內區湖東里"
"高雄市","茄萣區福德里"
"高雄市","茄萣區萬福里"
"高雄市","茄萣區白雲里"
"高雄市","茄萣區嘉賜里"
"高雄市","茄萣區嘉安里"
"高雄市","茄萣區嘉定里"
"高雄市","茄萣區保定里"
"高雄市","茄萣區光定里"
"高雄市","茄萣區大定里"
"高雄市","茄萣區吉定里"
"高雄市","茄萣區嘉樂里"
"高雄市","茄萣區嘉泰里"
"高雄市","茄萣區嘉福里"
"高雄市","茄萣區和協里"
"高雄市","茄萣區崎漏里"
"高雄市","永安區永安里"
"高雄市","永安區永華里"
"高雄市","永安區新港里"
"高雄市","永安區鹽田里"
"高雄市","永安區保寧里"
"高雄市","永安區維新里"
"高雄市","彌陀區光和里"
"高雄市","彌陀區彌靖里"
"高雄市","彌陀區彌仁里"
"高雄市","彌陀區彌壽里"
"高雄市","彌陀區彌陀里"
"高雄市","彌陀區舊港里"
"高雄市","彌陀區文安里"
"高雄市","彌陀區鹽埕里"
"高雄市","彌陀區過港里"
"高雄市","彌陀區海尾里"
"高雄市","彌陀區漯底里"
"高雄市","彌陀區南寮里"
"高雄市","梓官區梓信里"
"高雄市","梓官區梓義里"
"高雄市","梓官區梓和里"
"高雄市","梓官區梓平里"
"高雄市","梓官區中崙里"
"高雄市","梓官區赤崁里"
"高雄市","梓官區禮蚵里"
"高雄市","梓官區智蚵里"
"高雄市","梓官區信蚵里"
"高雄市","梓官區同安里"
"高雄市","梓官區大舍里"
"高雄市","梓官區赤東里"
"高雄市","梓官區赤西里"
"高雄市","梓官區茄苳里"
"高雄市","梓官區典寶里"
"高雄市","旗山區太平里"
"高雄市","旗山區大德里"
"高雄市","旗山區湄洲里"
"高雄市","旗山區圓富里"
"高雄市","旗山區中正里"
"高雄市","旗山區大林里"
"高雄市","旗山區上洲里"
"高雄市","旗山區新光里"
"高雄市","旗山區南勝里"
"高雄市","旗山區中寮里"
"高雄市","旗山區東平里"
"高雄市","旗山區東昌里"
"高雄市","旗山區竹峰里"
"高雄市","旗山區瑞吉里"
"高雄市","旗山區永和里"
"高雄市","旗山區三協里"
"高雄市","旗山區鯤洲里"
"高雄市","旗山區大山里"
"高雄市","旗山區中洲里"
"高雄市","旗山區南洲里"
"高雄市","旗山區廣福里"
"高雄市","美濃區福安里"
"高雄市","美濃區合和里"
"高雄市","美濃區祿興里"
"高雄市","美濃區中壇里"
"高雄市","美濃區德興里"
"高雄市","美濃區龍山里"
"高雄市","美濃區獅山里"
"高雄市","美濃區龍肚里"
"高雄市","美濃區廣德里"
"高雄市","美濃區興隆里"
"高雄市","美濃區中圳里"
"高雄市","美濃區東門里"
"高雄市","美濃區泰安里"
"高雄市","美濃區瀰濃里"
"高雄市","美濃區清水里"
"高雄市","美濃區吉洋里"
"高雄市","美濃區吉和里"
"高雄市","美濃區吉東里"
"高雄市","美濃區廣林里"
"高雄市","六龜區新威里"
"高雄市","六龜區新興里"
"高雄市","六龜區新寮里"
"高雄市","六龜區新發里"
"高雄市","六龜區荖濃里"
"高雄市","六龜區六龜里"
"高雄市","六龜區義寶里"
"高雄市","六龜區興龍里"
"高雄市","六龜區中興里"
"高雄市","六龜區寶來里"
"高雄市","六龜區文武里"
"高雄市","六龜區大津里"
"高雄市","甲仙區東安里"
"高雄市","甲仙區西安里"
"高雄市","甲仙區和安里"
"高雄市","甲仙區大田里"
"高雄市","甲仙區寶隆里"
"高雄市","甲仙區關山里"
"高雄市","甲仙區小林里"
"高雄市","杉林區杉林里"
"高雄市","杉林區木梓里"
"高雄市","杉林區集來里"
"高雄市","杉林區新庄里"
"高雄市","杉林區上平里"
"高雄市","杉林區月眉里"
"高雄市","杉林區月美里"
"高雄市","杉林區大愛里"
"高雄市","內門區溝坪里"
"高雄市","內門區金竹里"
"高雄市","內門區永富里"
"高雄市","內門區永吉里"
"高雄市","內門區永興里"
"高雄市","內門區石坑里"
"高雄市","內門區內門里"
"高雄市","內門區內豊里"
"高雄市","內門區觀亭里"
