"縣市名稱","行政區域"
"南投縣","埔里鎮北門里"
"南投縣","埔里鎮同聲里"
"南投縣","埔里鎮薰化里"
"南投縣","埔里鎮清新里"
"南投縣","埔里鎮大城里"
"南投縣","埔里鎮籃城里"
"南投縣","埔里鎮枇杷里"
"南投縣","埔里鎮水頭里"
"南投縣","埔里鎮麒麟里"
"南投縣","埔里鎮珠格里"
"南投縣","埔里鎮溪南里"
"南投縣","埔里鎮桃米里"
"南投縣","埔里鎮成功里"
"南投縣","埔里鎮南村里"
"南投縣","埔里鎮愛蘭里"
"南投縣","埔里鎮鐵山里"
"南投縣","埔里鎮房里里"
"南投縣","埔里鎮向善里"
"南投縣","埔里鎮一新里"
"南投縣","埔里鎮廣成里"
"南投縣","埔里鎮史港里"
"南投縣","埔里鎮福興里"
"南投縣","埔里鎮牛眠里"
"南投縣","埔里鎮大湳里"
"南投縣","埔里鎮蜈蚣里"
"南投縣","埔里鎮合成里"
"南投縣","埔里鎮北安里"
"南投縣","埔里鎮杷城里"
"南投縣","埔里鎮北梅里"
"南投縣","埔里鎮泰安里"
"南投縣","草屯鎮玉峰里"
"南投縣","草屯鎮炎峰里"
"南投縣","草屯鎮和平里"
"南投縣","草屯鎮敦和里"
"南投縣","草屯鎮山腳里"
"南投縣","草屯鎮富寮里"
"南投縣","草屯鎮御史里"
"南投縣","草屯鎮新豐里"
"南投縣","草屯鎮碧峰里"
"南投縣","草屯鎮碧洲里"
"南投縣","草屯鎮復興里"
"南投縣","草屯鎮上林里"
"南投縣","草屯鎮新庄里"
"南投縣","草屯鎮北投里"
"南投縣","草屯鎮石川里"
"南投縣","草屯鎮加老里"
"南投縣","草屯鎮北勢里"
"南投縣","草屯鎮中原里"
"南投縣","草屯鎮南埔里"
"南投縣","草屯鎮土城里"
"南投縣","草屯鎮坪頂里"
"南投縣","草屯鎮雙冬里"
"南投縣","草屯鎮平林里"
"南投縣","草屯鎮中正里"
"南投縣","草屯鎮中山里"
"南投縣","草屯鎮明正里"
"南投縣","草屯鎮新厝里"
"南投縣","竹山鎮竹山里"
"南投縣","竹山鎮中正里"
"南投縣","竹山鎮中山里"
"南投縣","竹山鎮雲林里"
"南投縣","竹山鎮硘磘里"
"南投縣","竹山鎮下坪里"
"南投縣","竹山鎮桂林里"
"南投縣","竹山鎮中和里"
"南投縣","竹山鎮中崎里"
"南投縣","竹山鎮德興里"
"南投縣","竹山鎮延平里"
"南投縣","竹山鎮延正里"
"南投縣","竹山鎮延山里"
"南投縣","竹山鎮延和里"
"南投縣","竹山鎮山崇里"
"南投縣","竹山鎮社寮里"
"南投縣","竹山鎮中央里"
"南投縣","竹山鎮富州里"
"南投縣","竹山鎮大鞍里"
"南投縣","竹山鎮田子里"
"南投縣","竹山鎮福興里"
"南投縣","竹山鎮鯉魚里"
"南投縣","竹山鎮瑞竹里"
"南投縣","竹山鎮坪頂里"
"南投縣","竹山鎮桶頭里"
"南投縣","竹山鎮秀林里"
"南投縣","竹山鎮延祥里"
"南投縣","竹山鎮竹圍里"
"南投縣","集集鎮集集里"
"南投縣","集集鎮和平里"
"南投縣","集集鎮林尾里"
"南投縣","集集鎮田寮里"
"南投縣","集集鎮隘寮里"
"南投縣","集集鎮玉映里"
"南投縣","集集鎮吳厝里"
"南投縣","集集鎮八張里"
"南投縣","集集鎮永昌里"
"南投縣","集集鎮富山里"
"南投縣","集集鎮廣明里"
"南投縣","名間鄉南雅村"
"南投縣","名間鄉中正村"
"南投縣","名間鄉中山村"
"南投縣","名間鄉濁水村"
"南投縣","名間鄉炭寮村"
"南投縣","名間鄉新民村"
"南投縣","名間鄉新街村"
"南投縣","名間鄉東湖村"
"南投縣","名間鄉萬丹村"
"南投縣","名間鄉田仔村"
"南投縣","名間鄉大庄村"
"南投縣","名間鄉廍下村"
"南投縣","名間鄉大坑村"
"南投縣","名間鄉竹圍村"
"南投縣","名間鄉赤水村"
"南投縣","名間鄉三崙村"
"南投縣","名間鄉松山村"
"南投縣","名間鄉松柏村"
"南投縣","名間鄉埔中村"
"南投縣","名間鄉崁腳村"
"南投縣","名間鄉新厝村"
"南投縣","名間鄉新光村"
"南投縣","名間鄉仁和村"
"南投縣","鹿谷鄉鹿谷村"
"南投縣","鹿谷鄉初鄉村"
"南投縣","鹿谷鄉彰雅村"
"南投縣","鹿谷鄉廣興村"
"南投縣","鹿谷鄉內湖村"
"南投縣","鹿谷鄉竹林村"
"南投縣","鹿谷鄉竹豐村"
"南投縣","鹿谷鄉和雅村"
"南投縣","鹿谷鄉鳳凰村"
"南投縣","鹿谷鄉永隆村"
"南投縣","鹿谷鄉秀峰村"
"南投縣","鹿谷鄉清水村"
"南投縣","鹿谷鄉瑞田村"
"南投縣","中寮鄉廣興村"
"南投縣","中寮鄉崁頂村"
"南投縣","中寮鄉八仙村"
"南投縣","中寮鄉和興村"
"南投縣","中寮鄉福盛村"
"南投縣","中寮鄉永平村"
"南投縣","中寮鄉復興村"
"南投縣","中寮鄉中寮村"
"南投縣","中寮鄉廣福村"
"南投縣","中寮鄉永福村"
"南投縣","中寮鄉義和村"
"南投縣","中寮鄉清水村"
"南投縣","中寮鄉龍安村"
"南投縣","中寮鄉龍岩村"
"南投縣","中寮鄉永和村"
"南投縣","中寮鄉內城村"
"南投縣","中寮鄉永芳村"
"南投縣","中寮鄉爽文村"
"南投縣","魚池鄉東池村"
"南投縣","魚池鄉魚池村"
"南投縣","魚池鄉中明村"
"南投縣","魚池鄉新城村"
"南投縣","魚池鄉大林村"
"南投縣","魚池鄉東光村"
"南投縣","魚池鄉共和村"
"南投縣","魚池鄉大雁村"
"南投縣","魚池鄉五城村"
"南投縣","魚池鄉水社村"
"南投縣","魚池鄉頭社村"
"南投縣","魚池鄉武登村"
"南投縣","魚池鄉日月村"
"南投縣","國姓鄉國姓村"
"南投縣","國姓鄉石門村"
"南投縣","國姓鄉大旗村"
"南投縣","國姓鄉北港村"
"南投縣","國姓鄉長流村"
"南投縣","國姓鄉長福村"
"南投縣","國姓鄉福龜村"
"南投縣","國姓鄉乾溝村"
"南投縣","國姓鄉柑林村"
"南投縣","國姓鄉北山村"
"南投縣","國姓鄉南港村"
"南投縣","國姓鄉大石村"
"南投縣","國姓鄉長豐村"
"南投縣","水里鄉水里村"
"南投縣","水里鄉農富村"
"南投縣","水里鄉新城村"
"南投縣","水里鄉中央村"
"南投縣","水里鄉城中村"
"南投縣","水里鄉北埔村"
"南投縣","水里鄉鉅工村"
"南投縣","水里鄉永豐村"
"南投縣","水里鄉頂崁村"
"南投縣","水里鄉車埕村"
"南投縣","水里鄉新興村"
"南投縣","水里鄉新山村"
"南投縣","水里鄉郡坑村"
"南投縣","水里鄉上安村"
"南投縣","水里鄉民和村"
"南投縣","水里鄉永興村"
"南投縣","水里鄉玉峰村"
"南投縣","水里鄉興隆村"
"南投縣","水里鄉南光村"
"南投縣","信義鄉人和村"
"南投縣","信義鄉地利村"
"南投縣","信義鄉潭南村"
"南投縣","信義鄉明德村"
"南投縣","信義鄉愛國村"
"南投縣","信義鄉自強村"
"南投縣","信義鄉羅娜村"
"南投縣","信義鄉望美村"
"南投縣","信義鄉同富村"
"南投縣","信義鄉神木村"
"南投縣","信義鄉東埔村"
"南投縣","信義鄉雙龍村"
"南投縣","信義鄉新鄉村"
"南投縣","信義鄉豐丘村"
"南投縣","仁愛鄉法治村"
"南投縣","仁愛鄉中正村"
"南投縣","仁愛鄉互助村"
"南投縣","仁愛鄉新生村"
"南投縣","仁愛鄉力行村"
"南投縣","仁愛鄉發祥村"
"南投縣","仁愛鄉合作村"
"南投縣","仁愛鄉親愛村"
"南投縣","仁愛鄉大同村"
"南投縣","仁愛鄉南豐村"
"南投縣","仁愛鄉春陽村"
"南投縣","仁愛鄉精英村"
"南投縣","仁愛鄉萬豐村"
"南投縣","仁愛鄉榮興村"
"南投縣","仁愛鄉翠華村"
"南投縣","仁愛鄉都達村"
"屏東縣","屏東市光榮里"
"屏東縣","屏東市文明里"
"屏東縣","屏東市武廟里"
"屏東縣","屏東市大同里"
"屏東縣","屏東市泰安里"
"屏東縣","屏東市端正里"
"屏東縣","屏東市民權里"
"屏東縣","屏東市大埔里"
"屏東縣","屏東市必信里"
"屏東縣","屏東市崇智里"
"屏東縣","屏東市崇禮里"
"屏東縣","屏東市維新里"
"屏東縣","屏東市安樂里"
"屏東縣","屏東市平和里"
"屏東縣","屏東市楠樹里"
"屏東縣","屏東市扶風里"
"屏東縣","屏東市慶春里"
"屏東縣","屏東市金泉里"
"屏東縣","屏東市勝豐里"
"屏東縣","屏東市橋南里"
"屏東縣","屏東市橋北里"
"屏東縣","屏東市長春里"
"屏東縣","屏東市豐榮里"
"屏東縣","屏東市豐源里"
"屏東縣","屏東市豐田里"
"屏東縣","屏東市大連里"
"屏東縣","屏東市湖西里"
"屏東縣","屏東市湖南里"
"屏東縣","屏東市歸心里"
"屏東縣","屏東市瑞光里"
"屏東縣","屏東市新生里"
"屏東縣","屏東市頂宅里"
"屏東縣","屏東市厚生里"
"屏東縣","屏東市擇仁里"
"屏東縣","屏東市建國里"
"屏東縣","屏東市一心里"
"屏東縣","屏東市萬年里"
"屏東縣","屏東市義勇里"
"屏東縣","屏東市光華里"
"屏東縣","屏東市永安里"
"屏東縣","屏東市新興里"
"屏東縣","屏東市公館里"
"屏東縣","屏東市龍華里"
"屏東縣","屏東市玉成里"
"屏東縣","屏東市頂柳里"
"屏東縣","屏東市大湖里"
"屏東縣","屏東市凌雲里"
"屏東縣","屏東市鵬程里"
"屏東縣","屏東市安鎮里"
"屏東縣","屏東市永光里"
"屏東縣","屏東市大洲里"
"屏東縣","屏東市大武里"
"屏東縣","屏東市前進里"
"屏東縣","屏東市清溪里"
"屏東縣","屏東市長安里"
"屏東縣","屏東市永順里"
"屏東縣","屏東市永昌里"
"屏東縣","屏東市斯文里"
"屏東縣","屏東市華山里"
"屏東縣","屏東市興樂里"
"屏東縣","屏東市明正里"
"屏東縣","屏東市太平里"
"屏東縣","屏東市中正里"
"屏東縣","屏東市勝利里"
"屏東縣","屏東市永城里"
"屏東縣","屏東市溝美里"
"屏東縣","屏東市北勢里"
"屏東縣","屏東市北興里"
"屏東縣","屏東市仁愛里"
"屏東縣","屏東市廣興里"
"屏東縣","屏東市崇蘭里"
"屏東縣","屏東市空翔里"
"屏東縣","屏東市潭墘里"
"屏東縣","屏東市三山里"
"屏東縣","屏東市海豐里"
"屏東縣","屏東市仁義里"
"屏東縣","屏東市和興里"
"屏東縣","屏東市信和里"
"屏東縣","屏東市崇武里"
"屏東縣","潮州鎮潮州里"
"屏東縣","潮州鎮同榮里"
"屏東縣","潮州鎮新榮里"
"屏東縣","潮州鎮新生里"
"屏東縣","潮州鎮光華里"
"屏東縣","潮州鎮彭城里"
"屏東縣","潮州鎮三星里"
"屏東縣","潮州鎮三共里"
"屏東縣","潮州鎮三和里"
"屏東縣","潮州鎮五魁里"
"屏東縣","潮州鎮蓬萊里"
"屏東縣","潮州鎮八爺里"
"屏東縣","潮州鎮永春里"
"屏東縣","潮州鎮富春里"
"屏東縣","潮州鎮光春里"
"屏東縣","潮州鎮興美里"
"屏東縣","潮州鎮檨子里"
"屏東縣","潮州鎮九塊里"
"屏東縣","潮州鎮泗林里"
"屏東縣","潮州鎮四春里"
"屏東縣","潮州鎮崙東里"
"屏東縣","東港鎮新勝里"
"屏東縣","東港鎮頂新里"
"屏東縣","東港鎮頂中里"
"屏東縣","東港鎮東和里"
"屏東縣","東港鎮興台里"
"屏東縣","東港鎮中興里"
"屏東縣","東港鎮朝安里"
"屏東縣","東港鎮八德里"
"屏東縣","東港鎮東隆里"
"屏東縣","東港鎮豐漁里"
"屏東縣","東港鎮盛漁里"
"屏東縣","東港鎮興漁里"
"屏東縣","東港鎮鎮海里"
"屏東縣","東港鎮嘉蓮里"
"屏東縣","東港鎮南平里"
"屏東縣","東港鎮船頭里"
"屏東縣","東港鎮下廍里"
"屏東縣","東港鎮大潭里"
"屏東縣","東港鎮興東里"
"屏東縣","東港鎮興農里"
"屏東縣","東港鎮興和里"
"屏東縣","東港鎮共和里"
"屏東縣","東港鎮大鵬里"
"屏東縣","恆春鎮城南里"
"屏東縣","恆春鎮城北里"
"屏東縣","恆春鎮城西里"
"屏東縣","恆春鎮山腳里"
"屏東縣","恆春鎮網紗里"
"屏東縣","恆春鎮仁壽里"
"屏東縣","恆春鎮茄湖里"
"屏東縣","恆春鎮頭溝里"
"屏東縣","恆春鎮四溝里"
"屏東縣","恆春鎮德和里"
"屏東縣","恆春鎮龍水里"
"屏東縣","恆春鎮山海里"
"屏東縣","恆春鎮大光里"
"屏東縣","恆春鎮水泉里"
"屏東縣","恆春鎮南灣里"
"屏東縣","恆春鎮墾丁里"
"屏東縣","恆春鎮鵝鑾里"
"屏東縣","萬丹鄉萬安村"
"屏東縣","萬丹鄉萬惠村"
"屏東縣","萬丹鄉萬全村"
"屏東縣","萬丹鄉萬後村"
"屏東縣","萬丹鄉萬生村"
"屏東縣","萬丹鄉寶厝村"
"屏東縣","萬丹鄉四維村"
"屏東縣","萬丹鄉竹林村"
"屏東縣","萬丹鄉廣安村"
"屏東縣","萬丹鄉田厝村"
"屏東縣","萬丹鄉崙頂村"
"屏東縣","萬丹鄉厦北村"
"屏東縣","萬丹鄉厦南村"
"屏東縣","萬丹鄉上村村"
"屏東縣","萬丹鄉加興村"
"屏東縣","萬丹鄉社口村"
"屏東縣","萬丹鄉磚寮村"
"屏東縣","萬丹鄉社皮村"
"屏東縣","萬丹鄉社上村"
"屏東縣","萬丹鄉社中村"
"屏東縣","萬丹鄉水泉村"
"屏東縣","萬丹鄉新庄村"
"屏東縣","萬丹鄉香社村"
"屏東縣","萬丹鄉後村村"
"屏東縣","萬丹鄉新鐘村"
"屏東縣","萬丹鄉灣內村"
"屏東縣","萬丹鄉興全村"
"屏東縣","萬丹鄉興安村"
"屏東縣","萬丹鄉水仙村"
"屏東縣","萬丹鄉甘棠村"
"屏東縣","長治鄉進興村"
"屏東縣","長治鄉新潭村"
"屏東縣","長治鄉潭頭村"
"屏東縣","長治鄉香楊村"
"屏東縣","長治鄉長興村"
"屏東縣","長治鄉德成村"
"屏東縣","長治鄉德協村"
"屏東縣","長治鄉復興村"
"屏東縣","長治鄉崙上村"
"屏東縣","長治鄉德榮村"
"屏東縣","長治鄉德和村"
"屏東縣","長治鄉繁華村"
"屏東縣","長治鄉繁昌村"
"屏東縣","長治鄉繁榮村"
"屏東縣","長治鄉繁隆村"
"屏東縣","長治鄉榮華村"
"屏東縣","麟洛鄉新田村"
"屏東縣","麟洛鄉麟頂村"
"屏東縣","麟洛鄉麟蹄村"
"屏東縣","麟洛鄉麟趾村"
"屏東縣","麟洛鄉田中村"
"屏東縣","麟洛鄉田心村"
"屏東縣","麟洛鄉田道村"
"屏東縣","九如鄉九清村"
"屏東縣","九如鄉九塊村"
"屏東縣","九如鄉九明村"
"屏東縣","九如鄉玉水村"
"屏東縣","九如鄉大坵村"
"屏東縣","九如鄉三塊村"
"屏東縣","九如鄉後庄村"
"屏東縣","九如鄉耆老村"
"屏東縣","九如鄉洽興村"
"屏東縣","九如鄉東寧村"
"屏東縣","九如鄉玉泉村"
"屏東縣","里港鄉玉田村"
"屏東縣","里港鄉大平村"
"屏東縣","里港鄉永春村"
"屏東縣","里港鄉春林村"
"屏東縣","里港鄉過江村"
"屏東縣","里港鄉鐵店村"
"屏東縣","里港鄉塔樓村"
"屏東縣","里港鄉潮厝村"
"屏東縣","里港鄉茄苳村"
"屏東縣","里港鄉載興村"
"屏東縣","里港鄉土庫村"
"屏東縣","里港鄉三廍村"
"屏東縣","里港鄉中和村"
"屏東縣","里港鄉瀰力村"
"屏東縣","鹽埔鄉新圍村"
"屏東縣","鹽埔鄉高朗村"
"屏東縣","鹽埔鄉鹽北村"
"屏東縣","鹽埔鄉鹽中村"
"屏東縣","鹽埔鄉鹽南村"
"屏東縣","鹽埔鄉仕絨村"
"屏東縣","鹽埔鄉振興村"
"屏東縣","鹽埔鄉永隆村"
"屏東縣","鹽埔鄉久愛村"
"屏東縣","鹽埔鄉洛陽村"
"屏東縣","鹽埔鄉新二村"
"屏東縣","鹽埔鄉彭厝村"
"屏東縣","高樹鄉高樹村"
"屏東縣","高樹鄉長榮村"
"屏東縣","高樹鄉東興村"
"屏東縣","高樹鄉東振村"
"屏東縣","高樹鄉源泉村"
"屏東縣","高樹鄉建興村"
"屏東縣","高樹鄉大埔村"
"屏東縣","高樹鄉菜寮村"
"屏東縣","高樹鄉司馬村"
"屏東縣","高樹鄉舊寮村"
"屏東縣","高樹鄉新豐村"
"屏東縣","高樹鄉泰山村"
"屏東縣","高樹鄉南華村"
"屏東縣","高樹鄉廣福村"
"屏東縣","高樹鄉廣興村"
"屏東縣","高樹鄉舊庄村"
"屏東縣","高樹鄉田子村"
"屏東縣","高樹鄉鹽樹村"
"屏東縣","高樹鄉新南村"
"屏東縣","萬巒鄉萬巒村"
"屏東縣","萬巒鄉萬全村"
"屏東縣","萬巒鄉萬和村"
"屏東縣","萬巒鄉鹿寮村"
"屏東縣","萬巒鄉硫黃村"
"屏東縣","萬巒鄉泗溝村"
"屏東縣","萬巒鄉五溝村"
"屏東縣","萬巒鄉成德村"
"屏東縣","萬巒鄉萬金村"
"屏東縣","萬巒鄉赤山村"
"屏東縣","萬巒鄉佳佐村"
"屏東縣","萬巒鄉佳和村"
"屏東縣","萬巒鄉新厝村"
"屏東縣","萬巒鄉新置村"
"屏東縣","內埔鄉內埔村"
"屏東縣","內埔鄉內田村"
"屏東縣","內埔鄉興南村"
"屏東縣","內埔鄉義亭村"
"屏東縣","內埔鄉美和村"
"屏東縣","內埔鄉和興村"
"屏東縣","內埔鄉東寧村"
"屏東縣","內埔鄉豐田村"
"屏東縣","內埔鄉振豐村"
"屏東縣","內埔鄉富田村"
"屏東縣","內埔鄉竹圍村"
"屏東縣","內埔鄉東勢村"
"屏東縣","內埔鄉東片村"
"屏東縣","內埔鄉上樹村"
"屏東縣","內埔鄉老埤村"
"屏東縣","內埔鄉中林村"
"屏東縣","內埔鄉龍泉村"
"屏東縣","內埔鄉龍潭村"
"屏東縣","內埔鄉建興村"
"屏東縣","內埔鄉大新村"
"屏東縣","內埔鄉黎明村"
"屏東縣","內埔鄉隘寮村"
"屏東縣","內埔鄉水門村"
"屏東縣","竹田鄉竹田村"
"屏東縣","竹田鄉竹南村"
"屏東縣","竹田鄉糶糴村"
"屏東縣","竹田鄉履豐村"
"屏東縣","竹田鄉頭崙村"
"屏東縣","竹田鄉二崙村"
"屏東縣","竹田鄉美崙村"
"屏東縣","竹田鄉南勢村"
"屏東縣","竹田鄉西勢村"
"屏東縣","竹田鄉福田村"
"屏東縣","竹田鄉永豐村"
"屏東縣","竹田鄉六巷村"
"屏東縣","竹田鄉泗洲村"
"屏東縣","竹田鄉大湖村"
"屏東縣","竹田鄉鳳明村"
"屏東縣","新埤鄉新埤村"
"屏東縣","新埤鄉建功村"
"屏東縣","新埤鄉打鐵村"
"屏東縣","新埤鄉南豐村"
"屏東縣","新埤鄉萬隆村"
"屏東縣","新埤鄉箕湖村"
"屏東縣","新埤鄉餉潭村"
"屏東縣","枋寮鄉枋寮村"
"屏東縣","枋寮鄉新龍村"
"屏東縣","枋寮鄉保生村"
"屏東縣","枋寮鄉中寮村"
"屏東縣","枋寮鄉安樂村"
"屏東縣","枋寮鄉隆山村"
"屏東縣","枋寮鄉天時村"
"屏東縣","枋寮鄉地利村"
"屏東縣","枋寮鄉人和村"
"屏東縣","枋寮鄉內寮村"
"屏東縣","枋寮鄉新開村"
"屏東縣","枋寮鄉太源村"
"屏東縣","枋寮鄉玉泉村"
"屏東縣","枋寮鄉東海村"
"屏東縣","枋寮鄉大庄村"
"屏東縣","新園鄉瓦磘村"
"屏東縣","新園鄉仙吉村"
"屏東縣","新園鄉田洋村"
"屏東縣","新園鄉港墘村"
"屏東縣","新園鄉內庄村"
"屏東縣","新園鄉新東村"
"屏東縣","新園鄉新園村"
"屏東縣","新園鄉烏龍村"
"屏東縣","新園鄉興龍村"
"屏東縣","新園鄉中洲村"
"屏東縣","新園鄉南龍村"
"屏東縣","新園鄉港西村"
"屏東縣","新園鄉五房村"
"屏東縣","新園鄉鹽埔村"
"屏東縣","新園鄉共和村"
"屏東縣","崁頂鄉崁頂村"
"屏東縣","崁頂鄉園寮村"
"屏東縣","崁頂鄉圍內村"
"屏東縣","崁頂鄉力社村"
"屏東縣","崁頂鄉洲子村"
"屏東縣","崁頂鄉北勢村"
"屏東縣","崁頂鄉越溪村"
"屏東縣","崁頂鄉港東村"
"屏東縣","林邊鄉林邊村"
"屏東縣","林邊鄉光林村"
"屏東縣","林邊鄉仁和村"
"屏東縣","林邊鄉中林村"
"屏東縣","林邊鄉永樂村"
"屏東縣","林邊鄉水利村"
"屏東縣","林邊鄉崎峯村"
"屏東縣","林邊鄉田厝村"
"屏東縣","林邊鄉竹林村"
"屏東縣","林邊鄉鎮安村"
"屏東縣","南州鄉溪洲村"
"屏東縣","南州鄉溪南村"
"屏東縣","南州鄉仁里村"
"屏東縣","南州鄉溪北村"
"屏東縣","南州鄉七塊村"
"屏東縣","南州鄉萬華村"
"屏東縣","南州鄉米崙村"
"屏東縣","南州鄉壽元村"
"屏東縣","南州鄉同安村"
"屏東縣","南州鄉南安村"
"屏東縣","佳冬鄉佳冬村"
"屏東縣","佳冬鄉六根村"
"屏東縣","佳冬鄉賴家村"
"屏東縣","佳冬鄉萬建村"
"屏東縣","佳冬鄉石光村"
"屏東縣","佳冬鄉玉光村"
"屏東縣","佳冬鄉昌隆村"
"屏東縣","佳冬鄉豐隆村"
"屏東縣","佳冬鄉大同村"
"屏東縣","佳冬鄉羌園村"
"屏東縣","佳冬鄉燄溫村"
"屏東縣","佳冬鄉塭豐村"
"屏東縣","琉球鄉本福村"
"屏東縣","琉球鄉中福村"
"屏東縣","琉球鄉漁福村"
"屏東縣","琉球鄉大福村"
"屏東縣","琉球鄉南福村"
"屏東縣","琉球鄉天福村"
"屏東縣","琉球鄉上福村"
"屏東縣","琉球鄉杉福村"
"屏東縣","車城鄉福興村"
"屏東縣","車城鄉福安村"
"屏東縣","車城鄉田中村"
"屏東縣","車城鄉海口村"
"屏東縣","車城鄉統埔村"
"屏東縣","車城鄉溫泉村"
"屏東縣","車城鄉保力村"
"屏東縣","車城鄉新街村"
"屏東縣","車城鄉埔墘村"
"屏東縣","車城鄉射寮村"
"屏東縣","車城鄉後灣村"
"屏東縣","滿州鄉滿州村"
"屏東縣","滿州鄉里德村"
"屏東縣","滿州鄉永靖村"
"屏東縣","滿州鄉港口村"
"屏東縣","滿州鄉响林村"
"屏東縣","滿州鄉長樂村"
"屏東縣","滿州鄉九棚村"
"屏東縣","滿州鄉港仔村"
"屏東縣","枋山鄉枋山村"
"屏東縣","枋山鄉加祿村"
"屏東縣","枋山鄉楓港村"
"屏東縣","枋山鄉善餘村"
"屏東縣","三地門鄉三地村"
"屏東縣","三地門鄉達來村"
"屏東縣","三地門鄉德文村"
"屏東縣","三地門鄉大社村"
"屏東縣","三地門鄉賽嘉村"
"屏東縣","三地門鄉口社村"
"屏東縣","三地門鄉馬兒村"
"屏東縣","三地門鄉安坡村"
"屏東縣","三地門鄉青山村"
"屏東縣","三地門鄉青葉村"
"屏東縣","霧臺鄉霧台村"
"屏東縣","霧臺鄉阿禮村"
"屏東縣","霧臺鄉吉露村"
"屏東縣","霧臺鄉大武村"
"屏東縣","霧臺鄉佳暮村"
"屏東縣","霧臺鄉好茶村"
"屏東縣","瑪家鄉瑪家村"
"屏東縣","瑪家鄉北葉村"
"屏東縣","瑪家鄉凉山村"
"屏東縣","瑪家鄉佳義村"
"屏東縣","瑪家鄉排灣村"
"屏東縣","瑪家鄉三和村"
"屏東縣","泰武鄉佳平村"
"屏東縣","泰武鄉武潭村"
"屏東縣","泰武鄉平和村"
"屏東縣","泰武鄉佳興村"
"屏東縣","泰武鄉泰武村"
"屏東縣","泰武鄉萬安村"
"屏東縣","來義鄉來義村"
"屏東縣","來義鄉義林村"
"屏東縣","來義鄉丹林村"
"屏東縣","來義鄉古樓村"
"屏東縣","來義鄉文樂村"
"屏東縣","來義鄉望嘉村"
"屏東縣","來義鄉南和村"
"屏東縣","春日鄉春日村"
"屏東縣","春日鄉古華村"
"屏東縣","春日鄉士文村"
"屏東縣","春日鄉七佳村"
"屏東縣","春日鄉歸崇村"
"屏東縣","春日鄉力里村"
"屏東縣","獅子鄉楓林村"
"屏東縣","獅子鄉丹路村"
"屏東縣","獅子鄉草埔村"
"屏東縣","獅子鄉內文村"
"屏東縣","獅子鄉竹坑村"
"屏東縣","獅子鄉獅子村"
"屏東縣","獅子鄉內獅村"
"屏東縣","獅子鄉南世村"
"屏東縣","牡丹鄉石門村"
"屏東縣","牡丹鄉牡丹村"
"屏東縣","牡丹鄉東源村"
"屏東縣","牡丹鄉旭海村"
"屏東縣","牡丹鄉高士村"
"屏東縣","牡丹鄉四林村"
"台中市","中區繼光里"
"台中市","中區大墩里"
"台中市","中區綠川里"
"台中市","中區公園里"
"台中市","中區光復里"
"台中市","中區柳川里"
"台中市","中區大誠里"
"台中市","中區中華里"
"台中市","東區新庄里"
"台中市","東區振興里"
"台中市","東區東橋里"
"台中市","東區東興里"
"台中市","東區干城里"
"台中市","東區泉源里"
"台中市","東區旱溪里"
"台中市","東區樂成里"
"台中市","東區東門里"
"台中市","東區十甲里"
"台中市","東區東南里"
"台中市","東區東勢里"
"台中市","東區合作里"
"台中市","東區富台里"
"台中市","東區富仁里"
"台中市","東區東信里"
"台中市","東區東英里"
"台中市","南區城隍里"
"台中市","南區國光里"
"台中市","南區南門里"
"台中市","南區德義里"
"台中市","南區積善里"
"台中市","南區江川里"
"台中市","南區新榮里"
"台中市","南區福興里"
"台中市","南區福平里"
"台中市","南區和平里"
"台中市","南區永興里"
"台中市","南區樹義里"
"台中市","南區樹德里"
"台中市","南區西川里"
"台中市","南區長春里"
"台中市","南區長榮里"
"台中市","南區福順里"
"台中市","南區平和里"
"台中市","南區南和里"
"台中市","南區永和里"
"台中市","南區工學里"
"台中市","南區崇倫里"
"台中市","西區民生里"
"台中市","西區利民里"
"台中市","西區三民里"
"台中市","西區東昇里"
"台中市","西區廣民里"
"台中市","西區平和里"
"台中市","西區公民里"
"台中市","西區藍興里"
"台中市","西區公舘里"
"台中市","西區和龍里"
"台中市","西區民龍里"
"台中市","西區後龍里"
"台中市","西區安龍里"
"台中市","西區吉龍里"
"台中市","西區昇平里"
"台中市","西區忠明里"
"台中市","西區公正里"
"台中市","西區土庫里"
"台中市","西區忠誠里"
"台中市","西區公益里"
"台中市","西區中興里"
"台中市","西區公平里"
"台中市","西區公德里"
"台中市","西區双龍里"
"台中市","西區大忠里"
"台中市","北區光大里"
"台中市","北區文莊里"
"台中市","北區五常里"
"台中市","北區新興里"
"台中市","北區新北里"
"台中市","北區樂英里"
"台中市","北區錦村里"
"台中市","北區建成里"
"台中市","北區錦洲里"
"台中市","北區金華里"
"台中市","北區金龍里"
"台中市","北區邱厝里"
"台中市","北區建興里"
"台中市","北區頂厝里"
"台中市","北區賴厝里"
"台中市","北區賴村里"
"台中市","北區育德里"
"台中市","北區淡溝里"
"台中市","北區中達里"
"台中市","北區錦祥里"
"台中市","北區健行里"
"台中市","北區明德里"
"台中市","北區長青里"
"台中市","北區賴明里"
"台中市","北區賴興里"
"台中市","北區中正里"
"台中市","北區六合里"
"台中市","北區大湖里"
"台中市","北區錦平里"
"台中市","北區建德里"
"台中市","北區崇德里"
"台中市","北區賴旺里"
"台中市","北區明新里"
"台中市","北區立人里"
"台中市","北區梅川里"
"台中市","北區賴福里"
"台中市","西屯區西安里"
"台中市","西屯區西墩里"
